source,event_id,year,division,round,puzzle_pieces,time_limit_seconds,rank,competitor_name,origin,time_seconds,completed,pieces_completed
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,20,Lindsay Steenstra San Diego (California),San Diego (California),4230.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,21,Elizabeth Walters St. Louis Park (Minnesota),St. Louis Park (Minnesota),4235.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,22,Valerie Daley San Rafael (California),San Rafael (California),4252.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,23,Kaycee Turner Santa Ana (California),Santa Ana (California),4329.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,24,Abby Patnoe San Diego (California),San Diego (California),4349.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,25,Michelle Chan Houston (Texas),Houston (Texas),4406.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,26,Jessica White Elk Grove (California),Elk Grove (California),4438.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,27,Michael Suey Emeryville (California),Emeryville (California),4466.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,28,Matthew Murillo (California),(California),4548.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,29,Emily Chandran North Attleborough (Massachusetts),North Attleborough (Massachusetts),4572.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,30,Joshua Chan Los Angeles (California),Los Angeles (California),4596.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,31,Daniel Caron Ashburnham (Massachusetts),Ashburnham (Massachusetts),4621.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,32,Candice Warner (California),(California),4644.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,33,Jessica Derby Minneapolis (Minnesota),Minneapolis (Minnesota),4655.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,34,Samina Schiller Rancho Santa Margarita (California),Rancho Santa Margarita (California),4770.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,35,Carolyn Offutt McLean (Virginia),McLean (Virginia),4842.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,36,Melynda Owens Hurst (Texas),Hurst (Texas),4850.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,37,Jessica Graber Saint Augustine (Florida),Saint Augustine (Florida),4867.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,38,Cleo Van der Veen Phoenix (Arizona),Phoenix (Arizona),4878.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,39,Emma Pan West Roxbury (Massachusetts),West Roxbury (Massachusetts),4898.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,40,Christina Ly La Mesa (California),La Mesa (California),4929.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,41,Hannah Dimitrov Fallbrook (California),Fallbrook (California),4936.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,42,Ari Gass San Diego (California),San Diego (California),4943.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,43,Natalie Davenport Pleasanton (California),Pleasanton (California),4976.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,44,Rachel Cleaveland Stanford (California),Stanford (California),5008.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,45,Krystal Jakosky Lafayette (Colorado),Lafayette (Colorado),5015.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,46,Marie Hunstock Anaheim (California),Anaheim (California),5073.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,47,Mandi Schalon San Marcos (California),San Marcos (California),5094.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,48,Priscilla Chan Los Angeles (California),Los Angeles (California),5193.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,49,Karen Chandran North Attleborough (Massachusetts),North Attleborough (Massachusetts),5269.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,50,Amber Haglund-Pagel Duluth (Minnesota),Duluth (Minnesota),5296.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,51,Mary Christiansen Duluth (Minnesota),Duluth (Minnesota),5310.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,52,Madeleine Pedrow Landenberg (Pennsylvania),Landenberg (Pennsylvania),5336.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,53,Felisa Lewis Potomac (Md),Potomac (Md),5464.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,54,Kate Desimone La Mesa (California),La Mesa (California),5475.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,55,Bree Cowan Sacramento (California),Sacramento (California),5544.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,56,Helen Kuo Emeryville (California),Emeryville (California),5601.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,57,Courtney Ross Sherman Oaks (California),Sherman Oaks (California),5634.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,58,Katie Kavett Los Angeles (California),Los Angeles (California),5653.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,59,Joanne Tustison Vancouver (Washington),Vancouver (Washington),5791.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,60,Arlene Cauthorn New York,New York,5795.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,61,Larry Blanck Warminster (Pennsylvania),Warminster (Pennsylvania),5818.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,62,Alex Carney (California),(California),6005.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,63,Charity Taboas Bloomington (Indiana),Bloomington (Indiana),6041.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,64,Dustin Gerth Mission Viejo (California),Mission Viejo (California),6075.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,65,Jessica Brewer El Cajon (California),El Cajon (California),6205.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,66,Vanessa Solis Poway (California),Poway (California),6211.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,67,Neil Kimball Los Angeles (California),Los Angeles (California),6262.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,68,Carolyne Cohen San Diego (California),San Diego (California),6319.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,69,Arielle McMahon McKinney (Texas),McKinney (Texas),6385.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,70,Heather Haynes-O’Brien Chandler (Arizona),Chandler (Arizona),6456.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,71,Aracely Lopez Lomita (California),Lomita (California),6468.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,72,Megan Coryell Le Sueur (Minnesota),Le Sueur (Minnesota),6576.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,73,John Walczak Carmel (Indiana),Carmel (Indiana),6690.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,74,Pauline Ly ? (California),? (California),6764.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,75,Mary Asal Tulsa (Oklahoma),Tulsa (Oklahoma),6830.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,76,Jean Turnauckas San Diego (California),San Diego (California),6834.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,77,Michele Kunde San Diego (California),San Diego (California),6965.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,78,Kathy Jansen Akron (Ohio),Akron (Ohio),6974.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,79,Vivian Trinh San Diego (California),San Diego (California),7046.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,80,Pasqual Hansen Murray (UT),Murray (UT),7049.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,81,Brittaney Siciliano Fort Worth (Texas),Fort Worth (Texas),7093.0,True,
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,82,Monica Shin Westminster (California),Westminster (California),,False,482.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,83,Tamra Williams McKinney (Texas),McKinney (Texas),,False,481.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,83,T-Jay Hu San Diego (California),San Diego (California),,False,481.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,85,Jessica Sutantio Redwood City (California),Redwood City (California),,False,480.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,86,Norah Molina (California),(California),,False,470.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,87,Vanessa Bedford-Teichman Sacramento (California),Sacramento (California),,False,429.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,88,Kari Schumacher Meridian (Indiana),Meridian (Indiana),,False,426.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,89,Robbie Sundstrom Cambridge (Massachusetts),Cambridge (Massachusetts),,False,399.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,90,Angela Jenkins Haltom City (Texas),Haltom City (Texas),,False,374.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,91,Ana Chavez La Mesa (California),La Mesa (California),,False,365.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,92,Sandy White Elk Grove (California),Elk Grove (California),,False,360.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,93,Lila Scott Los Angeles (California),Los Angeles (California),,False,357.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,94,Todd Imada (Nevada),(Nevada),,False,279.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,95,Maria Carey-Walton Sherman Oaks (California),Sherman Oaks (California),,False,272.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,96,Chris Hansen Murray (Utah),Murray (Utah),,False,269.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,97,Olivia Medina High Springs (Florida),High Springs (Florida),,False,258.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,98,Kellye. Cohen San Diego (California),San Diego (California),,False,217.0
usajigsaw,usajpa_2022_individual,2022,individual,final,500,5400,99,Jessica Rosenblatt Denver (Colorado),Denver (Colorado),,False,189.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,1,Jeanne Roiter Cathy Roiter Duvall (Washington),Duvall (Washington),2006.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,2,Melinda Whiting Grey Rogers Cottonwood Heights (Utah) / Shreveport (Louisiana),Cottonwood Heights (Utah) / Shreveport (Louisiana),2396.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,3,Jennifer Luscher Katie Luscher Annapolis (Maryland),Annapolis (Maryland),2407.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,4,Sarah Schuler Yvonne Feucht St. Paul (Minnesota) / Burbank (California),St. Paul (Minnesota) / Burbank (California),2445.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,5,Andrea Kyle Dawne Rasmusson Saint Paul (Minnesota) / Prior Lake (Minnesota),Saint Paul (Minnesota) / Prior Lake (Minnesota),2620.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,6,Sophie Figura Max Figura Waverly (Iowa),Waverly (Iowa),2700.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,7,Mary Christiansen Robin Decaire Duluth (Minnesota) / Woodbury (Minnesota),Duluth (Minnesota) / Woodbury (Minnesota),2857.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,8,Karen Kavett Katie Kavett Los Angeles (California),Los Angeles (California),2889.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,9,Larry Blanck Meri Cartee Warminster (Pennsylvania) / Saint Peters (Missouri),Warminster (Pennsylvania) / Saint Peters (Missouri),2919.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,10,Melynda Owens Kyle Kossin Hurst (Texas) / Bountiful (Utah),Hurst (Texas) / Bountiful (Utah),2924.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,11,Emily Chandran Karen Chandran North Attleborough (Massachusetts),North Attleborough (Massachusetts),2964.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,12,Tiffany Medeiros Rosemary Dabbs Lowel (Massachusetts) / Knoxville (Tennesse),Lowel (Massachusetts) / Knoxville (Tennesse),3092.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,13,Elizabeth Walters Jessica Derby St. Louis Park (Minnesota) / Minneapolis (Minnesota),St. Louis Park (Minnesota) / Minneapolis (Minnesota),3135.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,14,Liza Fireman Madeleine Pedrow Bellevue (Washington) / Landenberg (Pennsylvania),Bellevue (Washington) / Landenberg (Pennsylvania),3209.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,15,Elizabeth Caron Daniel Caron Duluth (Minnesota) / Ashburnham (Massachusetts),Duluth (Minnesota) / Ashburnham (Massachusetts),3221.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,16,Yasmeen Almog Brett Usinger Jackson Hole (Wyoming) / Walnut (California),Jackson Hole (Wyoming) / Walnut (California),3223.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,17,Trisha Siedlecki Allyson Longo Walnut (California),Walnut (California),3251.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,18,Charity Taboas Alyssa Zackler Bloomington (Indiana) / Stevenson Ranch (California),Bloomington (Indiana) / Stevenson Ranch (California),3338.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,19,Michelle Chan Kailee Chan Houston (Texas) / Houton (Tx),Houston (Texas) / Houton (Tx),3359.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,20,Stephanie McIntyre Mary Beth Harris Brighton (Missouri),Brighton (Missouri),3419.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,21,Chad Troop Joy Troop Fresno (California),Fresno (California),3426.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,22,Christina Ly Kate Desimone La Mesa (California),La Mesa (California),3454.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,23,Samina Schiller Missy Cody Rancho Santa Margarita (California) / Vista (California),Rancho Santa Margarita (California) / Vista (California),3455.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,24,Joshua Chan Priscilla Chan Los Angeles (California),Los Angeles (California),3472.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,25,Jessica White Sandy White Elk Grove (California),Elk Grove (California),3692.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,26,Lindsay Steenstra Kevin Strinz San Diego (California),San Diego (California),3697.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,27,Wendy Escudero Kelly Spoon San Diego (California),San Diego (California),3727.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,28,Michael Suey Helen Kuo Emeryville (California),Emeryville (California),3801.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,29,Megan Jones Cy Jones ? (Utah),? (Utah),3818.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,30,Mathieu Gombault Agnes Roche Jersey City (New Jersey),Jersey City (New Jersey),3907.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,31,Simmie Berman Lorelei Marquardt Rockville (Maryland) / Bellingham (Washington),Rockville (Maryland) / Bellingham (Washington),3910.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,32,Kimberly Kenne Kari Schumacher Pasadena (California) / Meridian (Indiana),Pasadena (California) / Meridian (Indiana),3913.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,33,Amber Haglund-Pagel Jessica Graber Duluth (Minnesota) / Saint Augustine (Florida),Duluth (Minnesota) / Saint Augustine (Florida),3994.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,34,Ronald Bloom Amanda Grenier San Diego (California),San Diego (California),4058.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,35,Emma Pan Robbie Sundstrom West Roxbury (Massachusetts) / Cambridge (Massachusetts),West Roxbury (Massachusetts) / Cambridge (Massachusetts),4097.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,36,Jessica Brewer Michele Kunde El Cajon (California) / San Diego (California),El Cajon (California) / San Diego (California),4151.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,37,Karen Ni Debrianna Obara Diamond Bar (California),Diamond Bar (California),4163.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,38,Megan Coryell Summer St. Pierre Le Sueur (Minnesota),Le Sueur (Minnesota),4193.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,39,Norah Molina Jessica Chau (California) / Los Angeles (California),(California) / Los Angeles (California),4423.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,40,Yen Ha Vinh Tesler New York City (New York),New York City (New York),4451.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,41,Cleo Van der Veen Emma Van Der Veen Phoenix (Arizona),Phoenix (Arizona),4475.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,42,Amanda Rachal Frank Rice Rancho Cucamonga (California),Rancho Cucamonga (California),4521.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,43,Gretchen Etzold Arabella Etzold-Erickson Los Angeles (California) / Kings Beach (California),Los Angeles (California) / Kings Beach (California),4533.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,44,William Shandling Maggie Evenson Fullerton (California),Fullerton (California),4572.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,45,Ari Gass Amanda Gass San Diego (California),San Diego (California),4582.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,46,Mark Feldman Hanna Feldman Los Angeles (California),Los Angeles (California),4692.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,47,Tamra Williams Arielle McMahon McKinney (Texas),McKinney (Texas),4761.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,48,Carolyn Offutt Rachel Brown McLean (Virginia),McLean (Virginia),4799.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,49,Monica Shin Linda Thai Westminster (California),Westminster (California),4831.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,50,Vanessa Solis Danielle Piskor Poway (California) / La Mesa (California),Poway (California) / La Mesa (California),4832.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,51,Valerie Daley Eve Daley San Rafael (California) / Los Angeles (California),San Rafael (California) / Los Angeles (California),4923.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,52,Jay Jakosky Krystal Jakosky Lafayette (Colorado),Lafayette (Colorado),4944.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,53,Lawren Didonna Ray Didonna Bloomfield (Connecticut),Bloomfield (Connecticut),4976.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,54,Laura Gibbs Alisa Gambrell Atlanta (Georgia),Atlanta (Georgia),4994.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,55,Martha Hoque Janelle Harrison Valencia (California),Valencia (California),5045.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,56,Brittaney Siciliano Angela Jenkins Fort Worth (Texas) / Haltom City (Texas),Fort Worth (Texas) / Haltom City (Texas),5210.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,56,Richard Hsu Lilian Chow San Francisco (California),San Francisco (California),5210.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,58,Virginia Lawson Sean Daley ? (North Carolina),? (North Carolina),5234.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,59,Chan Ly Elena Fu Pico Rivera (California),Pico Rivera (California),5242.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,60,Mandi Schalon Alison Cone San Marcos (California) / Spring Valley (California),San Marcos (California) / Spring Valley (California),5256.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,61,Arlene Cauthorn Amy Marti New York / Decatur (Georgia),New York / Decatur (Georgia),5320.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,62,Lori Nussbaum Mollie Miller Miller (Oregan) / Klamath Falls (Oregan),Miller (Oregan) / Klamath Falls (Oregan),5498.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,63,Chloe Muellers Jessica Rosenblatt Monterey (Massachusetts) / Denver (Colorado),Monterey (Massachusetts) / Denver (Colorado),5579.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,64,Amy Paull Lisa Ramus The Woodlands (Texas),The Woodlands (Texas),5616.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,65,Joanne Tustison Alida Tustison Vancouver (Washington),Vancouver (Washington),5913.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,66,D’Arne Healy Allan Healy Lockridge (Wester Australia),Lockridge (Wester Australia),5921.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,67,Jeff Klein Gretchen Klein Olympia (Washington),Olympia (Washington),5961.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,68,Carolyne Cohen Kellye Cohen San Diego (California),San Diego (California),6037.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,69,Lila Scott Neil Kimball Los Angeles (California),Los Angeles (California),6436.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,70,Terri Chen Sasha Uma ? (California),? (California),6595.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,71,Rachel Paetz Tim Paetz San Diego (California),San Diego (California),6621.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,72,Rachel Shields Rob Shields Portland (Oregan),Portland (Oregan),6711.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,73,Pauline Ly Shihui (Cary) Liu ? (California),? (California),6906.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,74,Alison Hansel David Hansel Brookline (Massachusetts),Brookline (Massachusetts),6912.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,75,Lisa Moskowitz Doranne Godwin San Clemente (California) / San Diego (California),San Clemente (California) / San Diego (California),7084.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,76,Joanna Fluckey Brooke Vlasich Los Angeles (California),Los Angeles (California),7122.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,77,Chris Hansen Pasqual Hansen Murray (Utah),Murray (Utah),7123.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,78,Quincy Stokes Diane Bock Encinitas (California),Encinitas (California),7162.0,True,
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,79,Alex Carney Jacquelyn Wong California,California,,False,468.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,80,Adele Tiffith Terry Griffin Ii Stockton (California),Stockton (California),,False,449.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,81,Ieva Razhas Scott Washington San Diego (California),San Diego (California),,False,440.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,82,Beth Ferguson Laura Autio La Mesa (California),La Mesa (California),,False,437.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,83,Theresa Kasel Eileen Hecker San Diego (California),San Diego (California),,False,434.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,84,Jasmine McKenney Marina Yalon San Diego (California) / La Mesa (California),San Diego (California) / La Mesa (California),,False,421.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,85,Ana Chavez Michaela Martín La Mesa (California),La Mesa (California),,False,420.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,86,Rita Chiang Stephanie Chamberlain Torrance (California),Torrance (California),,False,417.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,87,Kendall Kearns Daphne Koubourli ? (California),? (California),,False,410.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,88,Aracely Lopez Jairo Pinto Lomita (California),Lomita (California),,False,408.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,89,Patricia Wexler Sharon Calderon Riverside (California),Riverside (California),,False,374.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,90,Jennifer Cooper Elana Hamovitch San Diego (California),San Diego (California),,False,373.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,91,Margaret Golka Beth Golka Mesa (Arizona),Mesa (Arizona),,False,356.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,92,Benjamin Holley Ryan Hull San Diego (California),San Diego (California),,False,328.0
usajigsaw,usajpa_2022_pairs,2022,pairs,final,1000,7200,93,Katie Demick Laura Rodgers Riverside (California),Riverside (California),,False,322.0
usajigsaw,usajpa_2022_teams,2022,teams,final,2000,10800,1,"Team No Snacks Elizabeth Caron / Daniel Caron / Sarah Schuler / Robin Decaire Farmington, CT","Farmington, CT",16005.0,True,
usajigsaw,usajpa_2022_teams,2022,teams,final,2000,10800,2,"Team Rasmusson Dawne Rasmusson / Andrea Kyle / Charity Taboas / Mary Christiansen Prior Lake, MN","Prior Lake, MN",16782.0,True,
usajigsaw,usajpa_2022_teams,2022,teams,final,2000,10800,3,War And Piece (2) Yvonne Feucht / Lindsay Steenstra / Alyssa Zackler / Kevin Strinz Los Angeles (California),Los Angeles (California),17540.0,True,
usajigsaw,usajpa_2022_teams,2022,teams,final,2000,10800,4,Jigsaw Junkies Grey Rogers / Melinda Whiting / Jessica Graber / Amber Haglund-Pagel Shreveport (California),Shreveport (California),17603.0,True,
usajigsaw,usajpa_2022_teams,2022,teams,final,2000,10800,5,"Floor Check Sophie Figura / Kory Figura / Max Figura / Zeb Figura Waverly, IA","Waverly, IA",19055.0,True,
usajigsaw,usajpa_2022_teams,2022,teams,final,2000,10800,6,Every Day I’m Puzzlin’ Kara Johnson / Katie Rule / Lizzy Stasiowski / Rachel Sadowski Poway (California),Poway (California),,False,3331.0
usajigsaw,usajpa_2022_teams,2022,teams,final,2000,10800,7,"One Piece Missing Emily Chandran / Karen Chandran / Melynda Owens / Kyle Kossin North Attleborough, MA","North Attleborough, MA",,False,3324.0
